actual,predicted,verdict,risk_per_msg,command,progress
SCAM,SCAM,SCAM,1.15,EXTRACT,3/11
SCAM,SCAM,SCAM,1.83,EXTRACT,4/14
SCAM,SCAM,SCAM,1.0,EXTRACT,5/17
SCAM,SCAM,SCAM,1.7,EXTRACT,1/8
SCAM,SCAM,SCAM,1.68,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,1.15,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.74,EXTRACT,5/11
SCAM,SCAM,SCAM,2.18,EXTRACT,1/8
SCAM,SCAM,SCAM,1.87,EXTRACT,2/11
SCAM,SCAM,SCAM,2.07,EXTRACT,3/14
SCAM,SCAM,SCAM,1.89,EXTRACT,4/17
SCAM,SCAM,SCAM,2.46,EXTRACT,5/18
NO_SCAM,NO_SCAM,NO_SCAM,1.57,ENGAGE,1/5
SCAM,SCAM,SCAM,1.76,EXTRACT,2/8
SCAM,SCAM,SCAM,1.06,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.91,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.73,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.74,ENGAGE,1/5
SCAM,SCAM,SCAM,2.01,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,2.27,EXTRACT,3/8
SCAM,SCAM,SCAM,1.58,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.85,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.66,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.05,ENGAGE,2/5
SCAM,SCAM,SCAM,1.27,EXTRACT,3/8
SCAM,SCAM,SCAM,1.63,EXTRACT,4/11
SCAM,SCAM,SCAM,1.92,EXTRACT,5/14
SCAM,SCAM,SCAM,1.86,EXTRACT,1/8
SCAM,SCAM,SCAM,1.79,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,1.78,EXTRACT,3/11
SCAM,SCAM,SCAM,1.41,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,1.56,EXTRACT,5/14
SCAM,SCAM,SCAM,1.42,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.25,EXTRACT,2/8
SCAM,SCAM,SCAM,2.21,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,2.15,EXTRACT,4/11
SCAM,SCAM,SCAM,1.47,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,2.57,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,2/5
SCAM,SCAM,SCAM,1.44,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.83,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,4.46,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.06,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,3.3,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.06,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,4.06,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,3.7,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.62,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.09,ENGAGE,3/5
SCAM,SCAM,SCAM,2.5,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.89,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,2.14,ENGAGE,1/5
SCAM,SCAM,SCAM,1.94,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.73,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.57,EXTRACT,4/8
SCAM,SCAM,SCAM,2.78,EXTRACT,5/11
SCAM,SCAM,SCAM,1.82,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.85,EXTRACT,2/8
SCAM,SCAM,SCAM,1.41,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.71,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.52,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.56,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.34,ENGAGE,3/5
SCAM,SCAM,SCAM,1.7,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,2.04,EXTRACT,5/8
SCAM,SCAM,SCAM,1.27,EXTRACT,1/8
SCAM,SCAM,SCAM,1.0,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,1.66,EXTRACT,3/11
SCAM,SCAM,SCAM,1.0,EXTRACT,4/14
SCAM,SCAM,SCAM,1.09,EXTRACT,5/17
NO_SCAM,NO_SCAM,NO_SCAM,2.41,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.39,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.21,ENGAGE,4/5
SCAM,SCAM,SCAM,1.0,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,2.18,ENGAGE,1/5
SCAM,SCAM,SCAM,1.0,EXTRACT,2/8
SCAM,SCAM,SCAM,1.57,EXTRACT,3/11
SCAM,SCAM,SCAM,2.46,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,2.24,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,2.24,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.18,ENGAGE,2/5
SCAM,SCAM,SCAM,1.55,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,2.21,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.45,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.04,ENGAGE,3/5
SCAM,SCAM,SCAM,1.78,EXTRACT,4/8
SCAM,SCAM,SCAM,1.94,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.68,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.68,ENGAGE,2/5
SCAM,SCAM,SCAM,1.09,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.51,EXTRACT,4/8
SCAM,SCAM,SCAM,1.47,EXTRACT,5/11
SCAM,SCAM,SCAM,2.16,EXTRACT,1/8
SCAM,SCAM,SCAM,2.02,EXTRACT,2/11
SCAM,SCAM,SCAM,1.89,EXTRACT,3/14
NO_SCAM,NO_SCAM,NO_SCAM,1.53,EXTRACT,4/14
SCAM,SCAM,SCAM,1.36,EXTRACT,5/17
NO_SCAM,NO_SCAM,NO_SCAM,2.77,ENGAGE,1/5
SCAM,SCAM,SCAM,1.71,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.36,EXTRACT,3/8
SCAM,SCAM,SCAM,1.0,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.44,EXTRACT,5/11
SCAM,SCAM,SCAM,1.9,EXTRACT,1/8
SCAM,SCAM,SCAM,1.46,EXTRACT,2/11
SCAM,SCAM,SCAM,1.48,EXTRACT,3/14
NO_SCAM,NO_SCAM,NO_SCAM,1.98,EXTRACT,4/14
SCAM,SCAM,SCAM,1.71,EXTRACT,5/17
NO_SCAM,NO_SCAM,NO_SCAM,2.16,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,3.06,ENGAGE,2/5
SCAM,SCAM,SCAM,1.54,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,2.54,EXTRACT,4/8
SCAM,SCAM,SCAM,2.37,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,2.28,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.14,ENGAGE,2/5
SCAM,SCAM,SCAM,1.24,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.85,EXTRACT,4/8
SCAM,SCAM,SCAM,1.42,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.9,ENGAGE,1/5
SCAM,SCAM,SCAM,2.11,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,2.75,EXTRACT,3/8
SCAM,SCAM,SCAM,1.69,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.84,EXTRACT,5/11
SCAM,SCAM,SCAM,1.93,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.61,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.61,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,4/8
SCAM,SCAM,SCAM,1.32,EXTRACT,5/11
SCAM,SCAM,SCAM,1.35,EXTRACT,1/8
SCAM,SCAM,SCAM,1.35,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,1.53,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.91,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.76,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.22,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.04,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,3.43,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.55,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.27,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,2.58,ENGAGE,1/5
SCAM,SCAM,SCAM,1.9,EXTRACT,2/8
SCAM,SCAM,SCAM,1.42,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.55,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.48,EXTRACT,5/11
SCAM,SCAM,SCAM,1.58,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,2.12,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.56,EXTRACT,4/8
SCAM,SCAM,SCAM,2.39,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.54,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.04,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.81,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.51,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,2.26,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,1/5
SCAM,SCAM,SCAM,3.11,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,2.96,EXTRACT,3/8
SCAM,SCAM,SCAM,2.05,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,2.69,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.75,ENGAGE,1/5
SCAM,SCAM,SCAM,1.67,EXTRACT,2/8
SCAM,SCAM,SCAM,1.28,EXTRACT,3/11
SCAM,SCAM,SCAM,2.39,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,2.67,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.41,ENGAGE,1/5
SCAM,SCAM,SCAM,1.54,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,2.14,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.32,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.53,EXTRACT,5/8
SCAM,SCAM,SCAM,2.53,EXTRACT,1/8
SCAM,SCAM,SCAM,2.19,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,1.41,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.78,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,2.14,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,3.43,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.06,ENGAGE,2/5
SCAM,SCAM,SCAM,1.79,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.32,EXTRACT,4/8
SCAM,SCAM,SCAM,1.05,EXTRACT,5/11
SCAM,SCAM,SCAM,1.35,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.94,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.2,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,2.19,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.82,EXTRACT,5/8
SCAM,SCAM,SCAM,1.18,EXTRACT,1/8
SCAM,SCAM,SCAM,2.29,EXTRACT,2/11
SCAM,SCAM,SCAM,2.45,EXTRACT,3/14
SCAM,SCAM,SCAM,1.81,EXTRACT,4/17
SCAM,SCAM,SCAM,1.72,EXTRACT,5/18
SCAM,SCAM,SCAM,2.01,EXTRACT,1/8
SCAM,SCAM,SCAM,1.82,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,1.61,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.06,EXTRACT,4/11
SCAM,SCAM,SCAM,1.99,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.88,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.9,ENGAGE,2/5
SCAM,SCAM,SCAM,1.8,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.11,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,2.12,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,2.68,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.77,ENGAGE,2/5
SCAM,SCAM,SCAM,2.05,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,2.02,EXTRACT,4/8
SCAM,SCAM,SCAM,1.44,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.45,ENGAGE,1/5
SCAM,SCAM,SCAM,2.04,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.69,EXTRACT,3/8
SCAM,SCAM,SCAM,2.35,EXTRACT,4/11
SCAM,SCAM,SCAM,1.65,EXTRACT,5/14
SCAM,SCAM,SCAM,2.59,EXTRACT,1/8
SCAM,SCAM,SCAM,2.16,EXTRACT,2/11
SCAM,SCAM,SCAM,1.85,EXTRACT,3/14
SCAM,SCAM,SCAM,1.48,EXTRACT,4/17
NO_SCAM,NO_SCAM,NO_SCAM,1.48,EXTRACT,5/17
NO_SCAM,NO_SCAM,NO_SCAM,1.4,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.68,ENGAGE,2/5
SCAM,SCAM,SCAM,1.33,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.87,EXTRACT,4/8
SCAM,SCAM,SCAM,1.63,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.72,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.53,ENGAGE,2/5
SCAM,SCAM,SCAM,1.02,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.46,EXTRACT,5/8
SCAM,SCAM,SCAM,1.0,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.8,EXTRACT,2/8
SCAM,SCAM,SCAM,1.84,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.18,EXTRACT,4/11
SCAM,SCAM,SCAM,1.92,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.92,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.54,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.91,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.75,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,1.79,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.14,ENGAGE,2/5
SCAM,SCAM,SCAM,1.78,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,2.25,EXTRACT,4/8
SCAM,SCAM,SCAM,1.0,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.59,ENGAGE,1/5
SCAM,SCAM,SCAM,1.84,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,2.0,EXTRACT,3/8
SCAM,SCAM,SCAM,1.0,EXTRACT,4/11
SCAM,SCAM,SCAM,1.63,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,2.08,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.38,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.8,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.73,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.78,ENGAGE,5/5
SCAM,SCAM,SCAM,1.04,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,2.15,EXTRACT,2/8
SCAM,SCAM,SCAM,1.51,EXTRACT,3/11
SCAM,SCAM,SCAM,1.54,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,1.2,EXTRACT,5/14
SCAM,SCAM,SCAM,1.92,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.04,EXTRACT,2/8
SCAM,SCAM,SCAM,1.82,EXTRACT,3/11
SCAM,SCAM,SCAM,2.37,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,1.94,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.83,ENGAGE,1/5
SCAM,SCAM,SCAM,1.58,EXTRACT,2/8
SCAM,SCAM,SCAM,1.97,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.34,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.68,EXTRACT,5/11
SCAM,SCAM,SCAM,1.36,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.93,EXTRACT,3/8
SCAM,SCAM,SCAM,2.51,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.88,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.91,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.42,ENGAGE,3/5
SCAM,SCAM,SCAM,1.84,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.96,EXTRACT,5/8
SCAM,SCAM,SCAM,1.66,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,2.93,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.57,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.68,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.37,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.87,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.01,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.4,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.73,ENGAGE,4/5
SCAM,SCAM,SCAM,2.5,EXTRACT,5/8
SCAM,SCAM,SCAM,1.69,EXTRACT,1/8
SCAM,SCAM,SCAM,2.12,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,2.05,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.06,EXTRACT,4/11
SCAM,SCAM,SCAM,1.63,EXTRACT,5/14
SCAM,SCAM,SCAM,2.08,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.36,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,2.25,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,2.28,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.39,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,2.28,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.72,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,2.8,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.76,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,3.03,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,1.72,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.58,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.55,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.43,ENGAGE,4/5
SCAM,SCAM,SCAM,1.82,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.47,ENGAGE,1/5
SCAM,SCAM,SCAM,2.17,EXTRACT,2/8
SCAM,SCAM,SCAM,1.8,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.97,EXTRACT,4/11
SCAM,SCAM,SCAM,1.0,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.61,ENGAGE,1/5
SCAM,SCAM,SCAM,1.78,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.93,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.92,EXTRACT,4/8
SCAM,SCAM,SCAM,1.98,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.32,ENGAGE,1/5
SCAM,SCAM,SCAM,1.38,EXTRACT,2/8
SCAM,SCAM,SCAM,1.81,EXTRACT,3/11
SCAM,SCAM,SCAM,2.08,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,1.52,EXTRACT,5/14
SCAM,SCAM,SCAM,1.09,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.04,EXTRACT,2/8
SCAM,SCAM,SCAM,1.79,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,2.06,EXTRACT,4/11
SCAM,SCAM,SCAM,2.22,EXTRACT,5/14
SCAM,SCAM,SCAM,1.56,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.81,EXTRACT,2/8
SCAM,SCAM,SCAM,1.97,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.41,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.26,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.88,ENGAGE,1/5
SCAM,SCAM,SCAM,1.54,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,2.19,EXTRACT,3/8
SCAM,SCAM,SCAM,1.97,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,2.44,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.29,ENGAGE,1/5
SCAM,SCAM,SCAM,1.42,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,3.65,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,3.41,EXTRACT,4/8
SCAM,SCAM,SCAM,1.52,EXTRACT,5/11
SCAM,SCAM,SCAM,1.96,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.65,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.83,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,2.98,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.76,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.7,ENGAGE,2/5
SCAM,SCAM,SCAM,1.1,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,2.46,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.04,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.9,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.09,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,4.69,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,3.83,ENGAGE,4/5
SCAM,SCAM,SCAM,1.96,EXTRACT,5/8
SCAM,SCAM,SCAM,1.04,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.47,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,3.53,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,2.04,EXTRACT,4/8
SCAM,SCAM,SCAM,1.67,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,2.18,ENGAGE,1/5
SCAM,SCAM,SCAM,2.05,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,2.65,EXTRACT,3/8
SCAM,SCAM,SCAM,2.08,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.34,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,2.18,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.06,ENGAGE,2/5
SCAM,SCAM,SCAM,2.22,EXTRACT,3/8
SCAM,SCAM,SCAM,1.45,EXTRACT,4/11
SCAM,SCAM,SCAM,1.52,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.81,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.06,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,2.3,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.6,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.47,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,1.09,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.69,ENGAGE,2/5
SCAM,SCAM,SCAM,1.25,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.63,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,3.05,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.99,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.48,ENGAGE,2/5
SCAM,SCAM,SCAM,1.73,EXTRACT,3/8
SCAM,SCAM,SCAM,1.24,EXTRACT,4/11
SCAM,SCAM,SCAM,1.79,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.65,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,4.64,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.71,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.62,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.23,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,2.03,ENGAGE,1/5
